Id,RegisteredNumber,RegistryDate,MauzaName
413355398,3479,1972-09-12,ملتان سٹی
413354933,4346,1972-11-15,ملتان سٹی
413354865,4511,1972-11-25,ملتان سٹی
413354347,4800,1972-12-04,ملتان سٹی
413354223,4883,1972-12-04,ملتان سٹی
413354064,3424,1968-10-22,ملتان سٹی
413353805,904,1972-02-12,ملتان سٹی
413353554,2355,1972-04-13,ملتان سٹی
413353506,2415,1972-04-16,ملتان سٹی
413353241,4136,1974-06-18,ملتان سٹی
413353057,4209,1974-06-20,ملتان سٹی
413352753,799,1969-03-25,ملتان سٹی
413344318,85,1971-02-20,ملتان سٹی
413342210,1856,1998-10-01,ملتان سٹی
413312860,304,1971-03-15,ملتان سٹی
413276133,2702,1968-08-07,ملتان سٹی
413275079,1884,1969-01-01,ملتان سٹی
413274527,77,1968-01-09,ملتان سٹی
413251726,29,1971-01-21,ملتان سٹی
413251651,64,1971-01-04,ملتان سٹی
413251626,76,1971-01-01,ملتان سٹی
413250820,543,1971-02-19,ملتان سٹی
413220523,3073,1974-08-19,ملتان سٹی
413220427,3799,1973-07-25,ملتان سٹی
413220206,283,1974-02-11,ملتان سٹی
413219789,4427,1982-08-23,ملتان سٹی
413219692,2613,1982-08-25,ملتان سٹی
413219515,3147,1973-06-19,ملتان سٹی
413219359,4068,1973-08-08,ملتان سٹی
413219277,4203,1973-08-21,ملتان سٹی
413218511,6837,1982-10-06,ملتان سٹی
413217706,629,1974-06-19,ملتان سٹی
413217592,501,1974-02-16,ملتان سٹی
413217577,519,1974-02-17,ملتان سٹی
413216629,128,1978-08-31,ملتان سٹی
413215599,5873,1973-11-30,ملتان سٹی
413215420,17,1967-01-17,ملتان سٹی
413215400,36,1967-01-26,ملتان سٹی
413214281,129,1968-03-15,ملتان سٹی
413214199,172,1968-04-10,ملتان سٹی
413213419,383,1968-08-16,ملتان سٹی
413213389,393,1968-02-18,ملتان سٹی
413212789,5035,1973-12-28,ملتان سٹی
413212603,513,1968-11-05,ملتان سٹی
413212432,570,1968-12-26,ملتان سٹی
413211792,835,1973-02-22,ملتان سٹی
413211560,1451,1973-03-21,ملتان سٹی
413211421,1300,1973-03-16,ملتان سٹی
413211369,1432,1973-03-21,ملتان سٹی
413211170,1808,1973-04-09,ملتان سٹی
413210457,329,1968-01-29,ملتان سٹی
413209748,115,1968-01-12,ملتان سٹی
413209712,157,1968-01-15,ملتان سٹی
413209690,181,1968-01-16,ملتان سٹی
413209517,2558,1991-10-16,ملتان سٹی
413209373,186,1968-01-16,ملتان سٹی
413209135,96,1968-01-10,ملتان سٹی
413208881,568,1968-02-15,ملتان سٹی
413208878,577,1968-02-16,ملتان سٹی
413208855,646,1968-02-21,ملتان سٹی
413208687,772,1968-03-09,ملتان سٹی
413208113,1511,1968-04-29,ملتان سٹی
413207693,1785,1968-05-07,ملتان سٹی
413207645,3425,1971-10-23,ملتان سٹی
413207397,1973,1968-06-01,ملتان سٹی
413207372,2048,1968-06-05,ملتان سٹی
413207219,2510,1968-07-21,ملتان سٹی
413207114,2737,1968-08-12,ملتان سٹی
413205625,3778,1968-11-29,ملتان سٹی
413205607,3832,1968-12-19,ملتان سٹی
413205601,3850,1968-12-11,ملتان سٹی
413205385,174,1969-04-26,ملتان سٹی
413205290,346,1969-09-05,ملتان سٹی
413205284,352,1969-09-09,ملتان سٹی
413205281,355,1969-09-15,ملتان سٹی
413204864,757,1969-03-19,ملتان سٹی
413204764,1295,1969-05-19,ملتان سٹی
413204739,1385,1969-05-28,ملتان سٹی
413204526,1853,1969-01-01,ملتان سٹی
413204030,2944,1969-11-06,ملتان سٹی
413203947,3207,1969-12-16,ملتان سٹی
413203915,3264,1969-12-20,ملتان سٹی
413197751,3215,1972-04-04,ملتان سٹی
413197749,3218,1975-04-14,ملتان سٹی
413197670,8902,1980-09-12,ملتان سٹی
413178715,2210,1992-08-05,ملتان سٹی
413178608,109,1971-01-09,ملتان سٹی
413178397,4267,1973-08-24,ملتان سٹی
413177158,14408,1981-07-08,ملتان سٹی
413175446,3167,1973-06-22,ملتان سٹی
413175423,3203,1973-06-23,ملتان سٹی
413174278,3556,1973-07-11,ملتان سٹی
413173510,5741,1973-11-22,ملتان سٹی
413173474,368,1974-05-18,ملتان سٹی
413169802,5056,1973-10-11,ملتان سٹی
413169546,1574,1974-03-03,ملتان سٹی
413152064,2721,1992-10-04,ملتان سٹی
413151146,3626,1970-09-03,ملتان سٹی
413147609,1250,1973-03-14,ملتان سٹی
413147608,1253,1973-03-14,ملتان سٹی
413147441,3241,1973-06-26,ملتان سٹی
413146793,5469,1973-11-09,ملتان سٹی
413146717,473,1974-02-14,ملتان سٹی
413146705,843,1974-03-15,ملتان سٹی
413144496,2518,1992-09-09,ملتان سٹی
413144454,2528,1992-09-12,ملتان سٹی
413144198,660,1993-03-14,ملتان سٹی
413143855,1612,1993-07-21,ملتان سٹی
413143752,1649,1993-07-28,ملتان سٹی
413143502,1734,1993-08-09,ملتان سٹی
413143302,1830,1993-08-22,ملتان سٹی
413143291,1831,1993-08-22,ملتان سٹی
413142992,374,1970-01-13,ملتان سٹی
413142614,1361,1958-08-16,ملتان سٹی
413142578,1400,1958-08-22,ملتان سٹی
413142319,3392,1971-10-20,ملتان سٹی
413140409,1082,1970-03-17,ملتان سٹی
413140233,400,1970-09-02,ملتان سٹی
413139840,4440,1970-06-18,ملتان سٹی
413131616,4268,1973-08-25,ملتان سٹی
413126823,644,1970-02-13,ملتان سٹی
413126765,689,1970-02-19,ملتان سٹی
413126763,692,1970-02-20,ملتان سٹی
413126653,851,1970-02-28,ملتان سٹی
413126558,977,1970-03-09,ملتان سٹی
413126489,940,1999-04-25,ملتان سٹی
413126350,1300,1999-07-12,ملتان سٹی
413125247,2739,1969-10-20,ملتان سٹی
413125131,2931,1969-11-05,ملتان سٹی
413125045,2927,1969-11-04,ملتان سٹی
413124494,2858,1970-07-20,ملتان سٹی
413124332,3104,1970-08-11,ملتان سٹی
413124275,4357,1970-12-24,ملتان سٹی
413124261,4384,1970-12-29,ملتان سٹی
413122141,7437,1981-03-26,ملتان سٹی
413109872,1273,1992-05-06,ملتان سٹی
413108184,89,1973-01-06,ملتان سٹی
413108170,4939,1973-12-20,ملتان سٹی
413107560,2839,1973-06-02,ملتان سٹی
413104357,1092,1970-03-18,ملتان سٹی
413104123,1396,1970-04-06,ملتان سٹی
413102780,5694,1981-12-12,ملتان سٹی
413102302,1307,1987-02-21,ملتان سٹی
413101859,1630,1994-07-19,ملتان سٹی
413101659,1383,1993-06-20,ملتان سٹی
413101564,1433,1993-06-26,ملتان سٹی
413101556,1437,1993-06-27,ملتان سٹی
413101552,1439,1993-06-27,ملتان سٹی
413101452,1471,1993-07-05,ملتان سٹی
413101346,1532,1993-07-12,ملتان سٹی
413100233,1533,1958-09-10,ملتان سٹی
413100207,273,1959-02-26,ملتان سٹی
413100048,555,1959-05-11,ملتان سٹی
413099543,1917,1963-07-17,ملتان سٹی
413099327,117,1993-01-12,ملتان سٹی
413098606,2078,1963-08-16,ملتان سٹی
413098115,1576,1992-06-06,ملتان سٹی
413097882,15000,1963-04-10,ملتان سٹی
413097848,1059,1963-01-11,ملتان سٹی
413097412,1616,1992-06-09,ملتان سٹی
413097015,1040,1993-05-03,ملتان سٹی
413096755,954,1993-04-22,ملتان سٹی
413096341,1147,1993-05-16,ملتان سٹی
413096077,1226,1993-05-26,ملتان سٹی
413094549,2998,1992-09-01,ملتان سٹی
413094319,2994,1992-09-04,ملتان سٹی
413093887,3165,1992-11-25,ملتان سٹی
413093832,918,1994-04-20,ملتان سٹی
413093801,919,1994-04-20,ملتان سٹی
413093023,2386,1992-08-24,ملتان سٹی
413092269,2452,1990-11-17,ملتان سٹی
413091120,1700,1994-07-27,ملتان سٹی
413090832,1716,1994-07-28,ملتان سٹی
413090612,730,1990-04-07,ملتان سٹی
413090466,761,1990-04-10,ملتان سٹی
413090237,822,1990-04-17,ملتان سٹی
413090148,850,1990-04-19,ملتان سٹی
413088581,2036,1970-02-01,ملتان سٹی
413088571,2036,1970-03-01,ملتان سٹی
413086114,3219,1970-08-22,ملتان سٹی
413085329,107,1992-01-10,ملتان سٹی
413084863,677,1991-03-17,ملتان سٹی
413084759,705,1991-03-20,ملتان سٹی
413084730,711,1991-03-20,ملتان سٹی
413084550,1512,1991-06-19,ملتان سٹی
413084421,1598,1991-07-03,ملتان سٹی
413084145,1680,1991-07-14,ملتان سٹی
413084140,1681,1991-07-14,ملتان سٹی
413083959,2329,1991-09-23,ملتان سٹی
413082051,3209,1971-10-07,ملتان سٹی
413081990,3254,1971-10-09,ملتان سٹی
413079120,713,1971-03-04,ملتان سٹی
413078341,1720,1970-04-27,ملتان سٹی
413078186,1819,1970-05-04,ملتان سٹی
413073861,2232,1994-10-02,ملتان سٹی
413072517,1607,1994-12-05,ملتان سٹی
413072441,13277,1994-12-12,ملتان سٹی
413071330,54,1999-01-09,ملتان سٹی
413070049,392,1999-03-03,ملتان سٹی
413069071,689,1999-04-16,ملتان سٹی
413067502,4155,1970-11-20,ملتان سٹی
413067423,1004,1999-04-01,ملتان سٹی
413066961,1379,1999-07-28,ملتان سٹی
413065412,1998,1991-08-20,ملتان سٹی
413065381,2002,1991-08-21,ملتان سٹی
413065071,4410,1970-12-30,ملتان سٹی
413064672,64,1992-01-06,ملتان سٹی
413064422,2118,1991-08-31,ملتان سٹی
413063107,526,1992-02-23,ملتان سٹی
413062443,1675,1970-04-25,ملتان سٹی
413062125,137,1970-04-03,ملتان سٹی
413061179,273,1970-01-19,ملتان سٹی
413060385,2406,1970-01-17,ملتان سٹی
413058659,2287,1969-09-05,ملتان سٹی
413058559,2290,1969-12-08,ملتان سٹی
412977373,371,2019-01-12,ملتان سٹی
412977321,677,1989-01-18,ملتان سٹی
412976286,8964,1985-01-24,ملتان سٹی
412973934,5358,1987-08-23,ملتان سٹی
412970615,757,1965-03-03,ملتان سٹی
412970569,1265,1965-04-17,ملتان سٹی
412970562,835,1965-03-09,ملتان سٹی
412957160,763,1963-08-28,ملتان سٹی
412957059,2931,1963-11-06,ملتان سٹی
412957049,2939,1963-11-06,ملتان سٹی
412957028,2969,1963-11-11,ملتان سٹی
412956955,219,1963-01-21,ملتان سٹی
412956759,408,1963-01-30,ملتان سٹی
412956752,424,1963-01-30,ملتان سٹی
412956702,524,1963-01-30,ملتان سٹی
412956647,761,1963-03-14,ملتان سٹی
412956646,763,1963-03-14,ملتان سٹی
412956603,849,1963-03-21,ملتان سٹی
412956508,4407,1963-09-08,ملتان سٹی
412956459,4505,1963-09-16,ملتان سٹی
412956458,4507,1963-09-16,ملتان سٹی
412956422,4579,1963-09-23,ملتان سٹی
412956344,536,1964-12-29,ملتان سٹی
412956147,3314,1963-12-16,ملتان سٹی
412956073,4095,1963-08-09,ملتان سٹی
412956053,4135,1963-08-13,ملتان سٹی
412956034,4173,1963-08-17,ملتان سٹی
412956033,4175,1963-08-17,ملتان سٹی
412955963,4315,1963-08-29,ملتان سٹی
412955951,4339,1963-09-02,ملتان سٹی
412955944,4353,1963-09-11,ملتان سٹی
412955924,4349,1963-09-12,ملتان سٹی
412955830,140,1949-03-04,ملتان سٹی
412955818,148,1949-12-03,ملتان سٹی
412955483,502,1964-11-16,ملتان سٹی
412955356,560,1964-12-16,ملتان سٹی
412955068,292,1964-01-27,ملتان سٹی
412954917,549,1964-02-26,ملتان سٹی
412954848,603,1964-02-29,ملتان سٹی
412954730,494,1964-02-21,ملتان سٹی
412954709,655,1964-03-14,ملتان سٹی
412954458,642,1964-03-04,ملتان سٹی
412954379,690,1964-03-06,ملتان سٹی
412954185,1051,1964-04-01,ملتان سٹی
412954058,848,1964-03-17,ملتان سٹی
412953738,1378,1964-05-08,ملتان سٹی
412953692,1545,1964-05-06,ملتان سٹی
412953647,1440,1964-05-12,ملتان سٹی
412953584,1620,1964-05-06,ملتان سٹی
412953579,1466,1964-05-14,ملتان سٹی
412953447,1743,1964-06-12,ملتان سٹی
412953012,1905,1964-06-24,ملتان سٹی
412952979,1766,1964-06-12,ملتان سٹی
412952922,1832,1964-06-20,ملتان سٹی
412952769,1985,1964-07-06,ملتان سٹی
412952316,13,1965-01-01,ملتان سٹی
412952002,250,1965-01-22,ملتان سٹی
412950998,2502,1964-01-01,ملتان سٹی
412950888,20041,1964-09-03,ملتان سٹی
412950806,7402,1964-09-03,ملتان سٹی
412950752,64561,1964-08-19,ملتان سٹی
412950449,1574,1964-06-15,ملتان سٹی
412950361,2132,1964-07-18,ملتان سٹی
412949760,2574,1964-08-28,ملتان سٹی
412949712,2710,1964-09-16,ملتان سٹی
412949592,3305,1964-11-11,ملتان سٹی
412949443,2872,1964-09-23,ملتان سٹی
412948982,2118,1967-07-18,ملتان سٹی
412948972,2148,1964-07-21,ملتان سٹی
412948938,2250,1964-07-31,ملتان سٹی
412948918,2310,1964-08-05,ملتان سٹی
412948908,2340,1964-08-08,ملتان سٹی
412948684,237,1965-04-09,ملتان سٹی
412948631,50,1965-01-25,ملتان سٹی
412948629,51,1965-01-25,ملتان سٹی
412948596,69,1965-02-05,ملتان سٹی
412948576,81,1965-02-11,ملتان سٹی
412948542,98,1965-02-18,ملتان سٹی
412948527,276,1965-01-21,ملتان سٹی
412948523,288,1965-01-21,ملتان سٹی
412948461,429,1965-02-10,ملتان سٹی
412948352,260,1965-01-23,ملتان سٹی
412948294,377,1965-01-25,ملتان سٹی
412948224,474,1965-02-13,ملتان سٹی
412948133,654,1965-02-26,ملتان سٹی
412947874,337,1965-01-30,ملتان سٹی
412947848,373,1965-02-08,ملتان سٹی
412947782,460,1965-02-13,ملتان سٹی
412947677,613,1965-02-24,ملتان سٹی
412946622,1367,1965-04-26,ملتان سٹی
412946520,1422,1965-04-06,ملتان سٹی
412946500,1443,1965-04-06,ملتان سٹی
412946449,1494,1965-04-06,ملتان سٹی
412946389,1584,1965-05-06,ملتان سٹی
412946234,1018,1965-03-25,ملتان سٹی
412945740,1793,1965-06-14,ملتان سٹی
412940903,47,1963-02-06,ملتان سٹی
412940511,2646,1963-09-30,ملتان سٹی
412940133,2528,1963-09-17,ملتان سٹی
412940075,2506,1963-09-14,ملتان سٹی
412940067,2504,1963-09-14,ملتان سٹی
412938909,2212,1963-08-21,ملتان سٹی
412937185,1795,1963-07-09,ملتان سٹی
412937070,1874,1963-07-26,ملتان سٹی
412936784,1704,1963-07-01,ملتان سٹی
412935659,1543,1963-06-13,ملتان سٹی
412935171,1546,1963-06-17,ملتان سٹی
412934957,1276,1965-01-01,ملتان سٹی
412934948,1470,1963-05-31,ملتان سٹی
412934824,1466,1963-06-29,ملتان سٹی
412934240,1285,1963-01-01,ملتان سٹی
412932348,453,1962-12-16,ملتان سٹی
412931550,319,1949-12-03,ملتان سٹی
412931350,546,1994-11-04,ملتان سٹی
412931146,649,1991-01-01,ملتان سٹی
412929892,3735,1961-12-11,ملتان سٹی
412929882,3731,1961-12-11,ملتان سٹی
412928890,230,1960-09-08,ملتان سٹی
412928714,725,1959-07-27,ملتان سٹی
412928271,723,1989-06-26,ملتان سٹی
412927655,2436,1965-08-06,ملتان سٹی
412927633,403,1959-03-30,ملتان سٹی
412927382,125,1967-01-17,ملتان سٹی
412927120,1063,1967-03-09,ملتان سٹی
412927089,63,1959-01-01,ملتان سٹی
412926993,222,1959-02-16,ملتان سٹی
412926735,86,1959-04-18,ملتان سٹی
412926566,5548,1981-03-01,ملتان سٹی
412926227,554,1967-02-18,ملتان سٹی
412926196,581,1967-02-20,ملتان سٹی
412926183,593,1967-02-21,ملتان سٹی
412925923,1648,1967-05-16,ملتان سٹی
412925152,1151,1967-04-04,ملتان سٹی
412924724,2470,1967-07-21,ملتان سٹی
412924524,1668,1967-05-12,ملتان سٹی
412924523,1798,1958-11-04,ملتان سٹی
412924238,1796,1967-05-23,ملتان سٹی
412922414,2219,1967-06-28,ملتان سٹی
412921843,3724,1967-11-01,ملتان سٹی
412921685,941,1958-05-06,ملتان سٹی
412921623,920,1958-05-06,ملتان سٹی
412921293,1163,1958-07-06,ملتان سٹی
412921109,3249,1967-09-22,ملتان سٹی
412920983,3333,1967-09-29,ملتان سٹی
412920787,3453,1967-10-11,ملتان سٹی
412920578,3745,1967-11-07,ملتان سٹی
412920434,3862,1967-07-20,ملتان سٹی
412920143,4120,1967-12-05,ملتان سٹی
412918976,380,1958-02-11,ملتان سٹی
412918631,576,1986-01-25,ملتان سٹی
412918623,581,1986-01-25,ملتان سٹی
412917957,96,1958-12-25,ملتان سٹی
412917617,43,1958-01-06,ملتان سٹی
412916813,1734,1957-12-05,ملتان سٹی
412916465,1591,1957-12-04,ملتان سٹی
412916058,1382,1957-10-28,ملتان سٹی
412915626,1240,1957-09-30,ملتان سٹی
412914593,46,1954-01-13,ملتان سٹی
412912766,648,1948-05-31,ملتان سٹی
412912082,291,1948-04-12,ملتان سٹی
412910825,4295,1967-12-21,ملتان سٹی
412890592,18198,2022-08-19,ملتان سٹی
412888505,12769,2022-05-31,ملتان سٹی
412887800,11856,2022-05-21,ملتان سٹی
412887572,100,1966-03-05,ملتان سٹی
412886629,590,1991-03-09,ملتان سٹی
412886549,603,1991-03-09,ملتان سٹی
412884409,1180,1991-06-06,ملتان سٹی
412883869,1321,1991-05-29,ملتان سٹی
412882590,1780,1991-07-27,ملتان سٹی
412882055,1831,1991-07-31,ملتان سٹی
412881537,2154,1991-09-03,ملتان سٹی
412881489,2172,1991-09-04,ملتان سٹی
412881431,707,1966-01-01,ملتان سٹی
412880992,2223,1991-09-10,ملتان سٹی
412880651,2734,1991-11-05,ملتان سٹی
412880650,2735,1991-11-05,ملتان سٹی
412880645,2739,1991-11-06,ملتان سٹی
412880011,2946,1991-11-26,ملتان سٹی
412879742,756,1989-02-08,ملتان سٹی
412879151,792,1966-03-03,ملتان سٹی
412878567,1271,1966-04-22,ملتان سٹی
412878482,892,1990-05-02,ملتان سٹی
412878233,3646,1977-04-12,ملتان سٹی
412876684,2091,1966-07-01,ملتان سٹی
412876388,2144,1966-07-06,ملتان سٹی
412876378,2162,1966-07-08,ملتان سٹی
412875835,35,1948-10-28,ملتان سٹی
412875742,248,1967-06-01,ملتان سٹی
412875420,514,1967-02-15,ملتان سٹی
412875266,2749,1990-12-24,ملتان سٹی
412875233,847,1967-03-10,ملتان سٹی
412874966,250,1990-01-31,ملتان سٹی
412874929,277,1990-02-04,ملتان سٹی
412874927,278,1990-02-04,ملتان سٹی
412874694,1186,1990-06-09,ملتان سٹی
412745580,10607,1979-01-01,ملتان سٹی
412743393,957,1958-06-19,ملتان سٹی
412743247,11167,1979-10-05,ملتان سٹی
412740200,4247,1966-12-30,ملتان سٹی
412740140,4705,1966-12-24,ملتان سٹی
412740061,4101,1966-12-16,ملتان سٹی
412740058,4098,1966-12-16,ملتان سٹی
412739883,3939,1966-12-03,ملتان سٹی
412739581,3950,1966-12-03,ملتان سٹی
412739516,3887,1966-11-30,ملتان سٹی
412739376,3734,1966-11-21,ملتان سٹی
412739360,3719,1966-11-21,ملتان سٹی
412738562,3515,1966-10-28,ملتان سٹی
412738271,2999,1966-09-06,ملتان سٹی
412737992,2831,1966-09-01,ملتان سٹی
412737707,2684,1966-08-18,ملتان سٹی
412735778,2363,1966-07-25,ملتان سٹی
412735630,2763,1966-08-26,ملتان سٹی
412558438,75,2015-01-18,ملتان سٹی
412557516,5688,2015-04-18,ملتان سٹی
412557145,185,2015-01-23,ملتان سٹی
412556160,693,2015-03-19,ملتان سٹی
412555267,1347,2015-05-30,ملتان سٹی
412554762,1758,2015-09-08,ملتان سٹی
412554295,238,1991-01-27,ملتان سٹی
412497135,2042,1990-12-23,ملتان سٹی
412496994,2191,1990-10-09,ملتان سٹی
411716314,3781,1966-11-24,ملتان سٹی
411716293,3718,1966-11-21,ملتان سٹی
411716223,3550,1966-10-31,ملتان سٹی
411671679,5548,1981-01-01,ملتان سٹی
411661157,815,1993-01-23,ملتان سٹی
411475476,2048,1981-09-21,ملتان سٹی
411471465,4913,1980-01-01,ملتان سٹی
411454821,28237,2021-10-13,ملتان سٹی
411447478,3516,1986-05-06,ملتان سٹی
411446866,3259,1986-04-23,ملتان سٹی
411445039,3706,1986-05-15,ملتان سٹی
411444444,3627,1986-05-11,ملتان سٹی
411444171,3127,1986-04-20,ملتان سٹی
411443241,5017,1976-11-10,ملتان سٹی
411442394,11989,1976-11-05,ملتان سٹی
411441278,3612,1976-03-24,ملتان سٹی
411439877,3366,1976-03-18,ملتان سٹی
411439833,3028,1986-04-15,ملتان سٹی
411438932,10628,2006-12-20,ملتان سٹی
411435368,172,1999-04-05,ملتان سٹی
411435193,162,1999-03-19,ملتان سٹی
411434822,136,1999-03-01,ملتان سٹی
411433722,7201,1985-10-23,ملتان سٹی
411431504,2842,1985-04-10,ملتان سٹی
411431417,2824,1985-04-08,ملتان سٹی
411431076,13674,1976-12-09,ملتان سٹی
411428483,938,2007-02-03,ملتان سٹی
411427268,4198,1976-04-10,ملتان سٹی
411426520,1043,2007-02-07,ملتان سٹی
411424993,3291,1976-09-20,ملتان سٹی
411424759,3277,1976-03-05,ملتان سٹی
411421929,14720,1976-12-21,ملتان سٹی
411420750,3404,1976-03-19,ملتان سٹی
411418315,6170,1998-08-07,ملتان سٹی
411418298,6169,1998-08-06,ملتان سٹی
411417906,2620,1976-03-01,ملتان سٹی
411414053,8062,1998-11-03,ملتان سٹی
411410325,9,1984-01-01,ملتان سٹی
411408357,7032,1998-09-17,ملتان سٹی
411406710,754,1997-07-09,ملتان سٹی
411406493,441,1976-01-10,ملتان سٹی
411405613,636,1997-04-12,ملتان سٹی
411403525,329,1976-03-31,ملتان سٹی
411403251,3123,1976-01-10,ملتان سٹی
411403124,7653,2018-04-14,ملتان سٹی
411401938,3550,1997-12-22,ملتان سٹی
411401214,3496,1997-12-12,ملتان سٹی
411401066,3386,1997-11-28,ملتان سٹی
411399982,18296,2018-09-27,ملتان سٹی
411399707,3286,1997-11-15,ملتان سٹی
411399335,4295,1986-06-25,ملتان سٹی
411399139,3262,1997-11-11,ملتان سٹی
411395513,14168,1983-10-15,ملتان سٹی
411392735,19577,2018-10-19,ملتان سٹی
411391840,20091,2018-10-29,ملتان سٹی
411391731,20197,2018-10-31,ملتان سٹی
411390690,21699,2018-12-05,ملتان سٹی
411390486,27934,2021-10-09,ملتان سٹی
411390309,15949,2017-10-27,ملتان سٹی
411389795,27934,2021-10-09,ملتان سٹی
411388993,2238,2022-02-16,ملتان سٹی
411388625,575,1956-09-10,ملتان سٹی
411388300,107,1957-06-27,ملتان سٹی
411388209,5,1957-01-11,ملتان سٹی
411388191,6,1957-01-11,ملتان سٹی
411386388,3797,1997-05-15,ملتان سٹی
411386238,5859,2016-04-24,ملتان سٹی
411386113,5855,1976-05-21,ملتان سٹی
411385234,732,2022-01-11,ملتان سٹی
411385108,60,1956-06-01,ملتان سٹی
411385051,169,1956-12-18,ملتان سٹی
411385044,4797,2016-04-04,ملتان سٹی
411384638,10970,2016-09-10,ملتان سٹی
411384046,732,2022-01-11,ملتان سٹی
411383207,8227,2022-03-25,ملتان سٹی
411382972,10360,2020-04-28,ملتان سٹی
411382968,10365,2022-04-28,ملتان سٹی
411382945,10393,2022-04-29,ملتان سٹی
411382685,1600,2016-02-02,ملتان سٹی
411375297,538,1968-10-12,ملتان سٹی
411375274,557,1968-10-12,ملتان سٹی
411374914,5349,1989-05-28,ملتان سٹی
411374705,5474,1989-05-30,ملتان سٹی
411374584,4227,1976-04-15,ملتان سٹی
411374113,6536,1982-04-27,ملتان سٹی
411374112,6537,1982-04-27,ملتان سٹی
411374100,6548,1982-04-27,ملتان سٹی
411373910,4674,1976-04-10,ملتان سٹی
411373823,4743,1976-04-10,ملتان سٹی
411373398,5588,1976-05-01,ملتان سٹی
411373242,5189,1976-01-01,ملتان سٹی
411372968,6210,1976-05-02,ملتان سٹی
411372816,10209,1989-09-25,ملتان سٹی
411372794,10225,1989-09-25,ملتان سٹی
411372702,7178,1976-06-18,ملتان سٹی
411372399,6760,1976-06-05,ملتان سٹی
411372393,11232,1991-10-26,ملتان سٹی
411372391,11234,1991-10-26,ملتان سٹی
411372381,11239,1991-10-27,ملتان سٹی
411372376,11242,1991-10-27,ملتان سٹی
411372066,6978,1976-05-11,ملتان سٹی
411371851,6946,1976-06-10,ملتان سٹی
411371813,6979,1976-06-11,ملتان سٹی
411371569,7856,1976-07-04,ملتان سٹی
411371567,7859,1976-07-05,ملتان سٹی
411371232,7389,1976-06-26,ملتان سٹی
411371068,111026,1983-08-28,ملتان سٹی
411370902,11321,1983-09-04,ملتان سٹی
411370901,11323,1983-09-04,ملتان سٹی
411370306,1981,1987-08-02,ملتان سٹی
411370287,8908,1976-08-02,ملتان سٹی
411370205,9079,1976-08-02,ملتان سٹی
411370194,12045,1983-09-25,ملتان سٹی
411370068,10021,1976-09-21,ملتان سٹی
411369914,5394,1985-03-24,ملتان سٹی
411369912,5397,1985-03-24,ملتان سٹی
411369806,17593,1984-12-13,ملتان سٹی
411369732,16466,1984-11-06,ملتان سٹی
411369710,9880,1976-09-01,ملتان سٹی
411369411,11894,1976-11-04,ملتان سٹی
411369410,1556,1984-01-24,ملتان سٹی
411369363,11984,1976-11-04,ملتان سٹی
411369341,14956,1984-10-30,ملتان سٹی
411368948,15088,1984-12-03,ملتان سٹی
411368841,11430,2022-05-17,ملتان سٹی
411368834,11352,2022-05-17,ملتان سٹی
411368490,11982,2022-05-23,ملتان سٹی
411368007,12873,2022-06-01,ملتان سٹی
411367824,13210,2022-06-06,ملتان سٹی
411367222,14660,2022-06-21,ملتان سٹی
411365992,135,1948-02-23,ملتان سٹی
411365627,249,1962-11-22,ملتان سٹی
411365591,319,1962-12-03,ملتان سٹی
411365391,79,1963-01-09,ملتان سٹی
411365355,286,1963-01-23,ملتان سٹی
411365210,988,1963-04-16,ملتان سٹی
411365051,1350,1984-01-21,ملتان سٹی
411364879,2402,1988-03-05,ملتان سٹی
411364724,2521,1988-03-08,ملتان سٹی
411363570,7869,2017-04-29,ملتان سٹی
411363308,8740,2017-05-20,ملتان سٹی
411363030,266,1999-06-03,ملتان سٹی
411362932,51,1989-01-02,ملتان سٹی
411362703,2030,1984-01-30,ملتان سٹی
411362265,33412,2021-12-03,ملتان سٹی
411362170,90,1989-01-03,ملتان سٹی
411361900,10693,1996-12-17,ملتان سٹی
411361896,10694,1996-12-17,ملتان سٹی
411361514,215,1989-01-07,ملتان سٹی
411361449,223,1989-01-07,ملتان سٹی
411361398,2360,1984-02-05,ملتان سٹی
411361378,2363,1984-02-05,ملتان سٹی
411361068,2201,1998-03-17,ملتان سٹی
411361067,1271,1997-12-13,ملتان سٹی
411361032,2196,1981-09-27,ملتان سٹی
411360819,1548,1984-01-24,ملتان سٹی
411360720,1557,1984-01-24,ملتان سٹی
411360579,1566,1984-01-24,ملتان سٹی
411360505,13309,1982-12-15,ملتان سٹی
411360293,13319,1982-12-15,ملتان سٹی
411360024,4229,1989-04-13,ملتان سٹی
411359916,4237,1989-04-13,ملتان سٹی
411359729,4929,1996-06-12,ملتان سٹی
411359699,2205,1981-09-27,ملتان سٹی
411359254,10072,2020-07-23,ملتان سٹی
411359017,9973,1989-10-30,ملتان سٹی
411358896,4066,1997-05-26,ملتان سٹی
411358814,4472,1989-04-22,ملتان سٹی
411358780,3172,1985-04-20,ملتان سٹی
411358739,173,2010-03-17,ملتان سٹی
411358231,3618,1999-05-26,ملتان سٹی
411358139,10319,1996-12-14,ملتان سٹی
411357726,10112,1996-12-07,ملتان سٹی
411357704,5473,1982-04-07,ملتان سٹی
411357377,13334,1982-12-16,ملتان سٹی
411356179,5910,1982-04-17,ملتان سٹی
411356169,5911,1982-04-17,ملتان سٹی
411356056,3188,2010-03-11,ملتان سٹی
